region,year,poverty_incidence,employment_rate,household_income,wages_salaries,agricultural_income,remittance_amount,total_expenditure,food_expenditure,family_size,per_capita_income,education_level,urban_share,access_to_electricity,credit_access,safe_water_access,safe_toilet_access,durable_wall_share,households,unemployment_rate,literacy_rate,access_to_basic_services,health_index,grdp,population_proxy,population_growth,inflation_rate
NCR,1994,48.333333333333336,91.66666666666666,185895.35,74339.45,2055.1916666666666,1294.575,170918.23333333334,50307.791666666664,5.333333333333333,43530.44375,3.2083333333333335,100.0,84.16666666666667,30.0,91.66666666666666,87.5,62.5,120,8.333333333333343,45.833333333333336,87.77777777777777,89.58333333333333,22.307442,640.0,-8.309455587392545,10.585406601990721
NCR,1997,55.833333333333336,89.16666666666667,183331.125,77482.33333333333,2082.991666666667,1656.1416666666667,165751.71666666667,47979.816666666666,5.391666666666667,44632.830916666666,3.325,99.16666666666667,85.83333333333333,41.66666666666667,87.5,88.33333333333333,59.166666666666664,120,10.833333333333329,47.5,87.22222222222221,87.91666666666666,21.999735,647.0,1.0937500000000044,-3.022800181061236
NCR,2000,49.166666666666664,90.83333333333333,207403.81666666668,85720.25833333333,2300.0666666666666,3066.141666666667,184591.90833333333,52481.40833333333,5.35,52368.710166666664,3.75,95.83333333333334,90.0,40.833333333333336,89.16666666666667,86.66666666666667,60.83333333333333,120,9.166666666666671,53.57142857142857,88.61111111111113,87.91666666666667,24.888458,642.0,-0.7727975270479082,11.3665137505363
NCR,2003,46.666666666666664,88.33333333333333,206847.69166666668,84764.90833333334,2508.3166666666666,5507.016666666666,186237.55,54243.21666666667,4.783333333333333,57558.396583333335,3.6666666666666665,98.33333333333333,92.5,40.0,90.83333333333333,85.83333333333333,60.0,120,11.666666666666671,52.38095238095239,89.72222222222221,88.33333333333333,24.821723,574.0,-10.59190031152648,0.8915026024298944
NCR,2006,55.00000000000001,88.33333333333333,213014.45833333334,83165.625,2444.741666666667,3110.383333333333,191835.04166666666,55799.75833333333,5.283333333333333,56176.572583333334,3.55,100.0,99.16666666666667,43.333333333333336,90.83333333333333,91.66666666666666,63.33333333333333,120,11.666666666666671,50.71428571428571,93.88888888888887,91.25,25.561735,634.0,10.45296167247387,3.00556556219016
NCR,2009,42.5,86.66666666666667,220121.925,78851.99166666667,2665.1833333333334,3551.2833333333333,196326.275,58356.333333333336,4.575,67155.709,3.75,99.16666666666667,98.33333333333333,38.333333333333336,93.33333333333333,87.5,61.66666666666667,120,13.333333333333329,53.57142857142857,93.05555555555554,90.41666666666666,26.414631,549.0,-13.406940063091488,2.341195484575409
NCR,2012,43.333333333333336,88.33333333333333,203669.98333333334,79797.09166666666,2386.9416666666666,2766.425,181771.80833333332,52946.325,4.616666666666666,56618.26958333333,3.558333333333333,97.5,97.5,48.333333333333336,95.83333333333334,89.16666666666667,65.83333333333333,120,11.666666666666671,50.83333333333333,94.16666666666667,92.5,24.440398,554.0,0.9107468123861651,-7.413407434469321
NCR,2015,36.666666666666664,85.83333333333333,246045.45833333334,100055.03333333334,3003.4166666666665,5431.675,220804.01666666666,64033.808333333334,4.683333333333334,65607.81975,3.4916666666666667,97.5,100.0,40.833333333333336,94.16666666666667,91.66666666666666,65.83333333333333,120,14.166666666666671,49.88095238095238,95.27777777777779,92.91666666666666,29.525455,562.0,1.4440433212996373,21.47319141027415
NCR,2018,35.0,88.33333333333333,249399.50833333333,91195.30833333333,3145.4166666666665,2848.3416666666667,226443.88333333333,65829.45,4.366666666666666,82043.06883333334,3.716666666666667,100.0,100.0,48.333333333333336,89.16666666666667,82.5,65.83333333333333,120,11.666666666666671,53.095238095238095,90.55555555555556,85.83333333333334,29.927941,524.0,-6.761565836298933,2.554240974330102
NCR,2021,41.66666666666667,87.5,237219.58333333334,93854.325,2794.025,3393.608333333333,213765.60833333334,62271.36666666667,4.408333333333333,75521.618,4.058333333333334,100.0,99.16666666666667,50.83333333333333,98.33333333333333,90.83333333333333,70.0,120,12.5,57.97619047619048,96.1111111111111,94.58333333333333,28.46635,529.0,0.9541984732824416,-5.59885955556465
Region I,1961,95.0,89.16666666666667,52050.541666666664,9827.116666666667,15882.725,0.0,46334.675,22172.75,6.65,8986.853083333333,3.0,41.66666666666667,36.666666666666664,7.5,80.83333333333333,79.16666666666666,49.166666666666664,120,10.833333333333329,42.857142857142854,65.55555555555556,80.0,6.246065,798.0,0.0,5.505094847692682
Region I,1964,86.66666666666667,85.83333333333333,60609.13333333333,12789.883333333333,18022.9,0.0,54520.1,23382.725,6.366666666666666,12054.476083333333,3.308333333333333,41.66666666666667,42.5,5.0,78.33333333333333,82.5,53.333333333333336,120,14.166666666666671,47.26190476190476,67.77777777777777,80.41666666666666,7.273096,764.0,-4.260651629072687,17.66587334431502
Region I,1967,90.83333333333333,84.16666666666667,56606.683333333334,11930.366666666667,16828.1,0.0,51838.74166666667,22551.516666666666,6.133333333333334,11063.557,2.8666666666666667,41.66666666666667,44.166666666666664,9.166666666666666,82.5,78.33333333333333,50.0,120,15.833333333333329,40.95238095238095,68.33333333333333,80.41666666666666,6.792802,736.0,-3.6649214659685847,-4.918109712442442
Region I,1970,89.16666666666667,94.16666666666667,61319.7,12532.058333333332,18811.458333333332,0.0,54726.65,22670.933333333334,6.2,12438.341666666667,2.9916666666666667,38.333333333333336,42.5,15.833333333333332,80.83333333333333,84.16666666666667,50.0,120,5.833333333333329,42.738095238095234,69.16666666666667,82.5,7.358364,744.0,1.0869565217391353,5.570946054021042
Region I,1973,88.33333333333333,93.33333333333333,66881.91666666667,12962.4,19843.541666666668,0.0,59053.1,22676.716666666667,6.05,12978.742916666666,3.058333333333333,34.166666666666664,44.166666666666664,12.5,79.16666666666666,84.16666666666667,49.166666666666664,120,6.666666666666671,43.69047619047618,69.16666666666667,81.66666666666666,8.025830000000001,726.0,-2.4193548387096753,7.905563377257696
Region I,1976,86.66666666666667,95.0,73042.11666666667,15657.716666666667,20973.158333333333,0.0,66397.5,23760.266666666666,5.858333333333333,15064.23275,3.2,37.5,45.0,14.166666666666666,82.5,82.5,40.833333333333336,120,5.0,45.714285714285715,70.0,82.5,8.765054,703.0,-3.1680440771349905,12.436942345109747
Region I,1979,85.0,90.83333333333333,81929.56666666667,17114.658333333333,24303.966666666667,415.05833333333334,73382.24166666667,25791.616666666665,6.258333333333334,16149.865333333333,3.058333333333333,44.166666666666664,50.0,15.833333333333332,84.16666666666667,81.66666666666667,53.333333333333336,120,9.166666666666671,43.69047619047618,71.94444444444446,82.91666666666667,9.831548,751.0,6.827880512091045,10.519585325752722
Region I,1982,81.66666666666667,90.83333333333333,80920.89166666666,16738.491666666665,23723.166666666668,862.5666666666667,72183.20833333333,23896.15,6.041666666666667,18477.467166666665,3.091666666666667,57.49999999999999,55.833333333333336,20.833333333333336,83.33333333333334,85.0,50.83333333333333,120,9.166666666666671,44.16666666666667,74.72222222222223,84.16666666666667,9.710507,725.0,-3.462050599201061,-1.633955717487967
Region I,1985,83.33333333333334,87.5,75705.39166666666,14788.641666666666,22749.666666666668,1423.6583333333333,67707.15,23124.758333333335,5.466666666666667,18219.23516666667,3.058333333333333,42.5,57.49999999999999,29.166666666666668,82.5,80.0,56.666666666666664,120,12.5,43.69047619047618,73.33333333333333,81.25,9.084647,656.0,-9.517241379310349,-6.200968946494367
Region I,1988,89.16666666666667,89.16666666666667,86254.50833333333,19209.1,26168.75,2012.7583333333334,77991.45,24282.916666666668,5.766666666666667,19569.585666666666,3.308333333333333,40.833333333333336,63.33333333333333,26.666666666666668,81.66666666666667,89.16666666666667,56.666666666666664,120,10.833333333333329,47.26190476190476,78.05555555555556,85.41666666666667,10.350541,692.0,5.487804878048785,15.18938546372135
Region I,1991,82.5,93.33333333333333,87586.43333333333,18815.925,27541.45,1494.3666666666666,80077.58333333333,25121.0,5.491666666666666,20016.99775,3.5166666666666666,38.333333333333336,59.166666666666664,35.833333333333336,90.0,89.16666666666667,62.5,120,6.666666666666671,50.23809523809524,79.44444444444444,89.58333333333334,10.510372,659.0,-4.768786127167635,2.674823116294589
Region I,1994,80.0,93.33333333333333,97437.25833333333,22216.608333333334,29543.558333333334,2179.025,89721.0,27727.008333333335,5.15,24932.319083333332,3.3333333333333335,38.333333333333336,62.5,32.5,85.83333333333333,85.83333333333333,62.5,120,6.666666666666671,47.61904761904762,78.05555555555554,85.83333333333333,11.692471,618.0,-6.2215477996965145,12.04259202793958
Region I,1997,80.83333333333333,83.33333333333334,93917.85,16611.45,26764.275,2872.225,84134.16666666667,25932.108333333334,5.15,28841.739416666667,3.558333333333333,45.83333333333333,69.16666666666667,35.833333333333336,90.0,83.33333333333334,60.0,120,16.666666666666657,50.83333333333333,80.83333333333334,86.66666666666667,11.270142,618.0,0.0,-6.2268959700999
Region I,2000,77.5,87.5,111888.325,19167.633333333335,32826.45,1706.9,100552.2,30233.425,5.133333333333334,30542.651083333334,3.55,53.333333333333336,64.16666666666667,28.333333333333332,84.16666666666667,88.33333333333333,70.83333333333334,120,12.5,50.71428571428571,78.8888888888889,86.25,13.426599,616.0,-0.3236245954692518,19.514109408583515
Region I,2003,75.0,90.83333333333333,109893.58333333333,20462.641666666666,34234.75833333333,1798.8,99804.98333333334,29292.375,4.9,28240.819666666666,3.7916666666666665,47.5,75.83333333333333,32.5,90.83333333333333,91.66666666666666,55.00000000000001,120,9.166666666666671,54.166666666666664,86.1111111111111,91.25,13.18723,588.0,-4.545454545454541,-0.7431131956005532
Region I,2006,78.33333333333333,93.33333333333333,113238.95833333333,24182.708333333332,33222.05,1530.275,101046.61666666667,29415.575,5.416666666666667,29185.376083333333,3.55,40.833333333333336,79.16666666666666,39.166666666666664,87.5,89.16666666666667,60.0,120,6.666666666666671,50.71428571428571,85.27777777777777,88.33333333333334,13.588675,650.0,10.54421768707483,1.244059456616986
Region I,2009,74.16666666666667,90.83333333333333,125216.81666666667,27924.091666666667,35712.15,2601.2166666666667,112851.9,32681.566666666666,4.825,34619.692,3.6,44.166666666666664,81.66666666666667,40.0,95.0,90.0,61.66666666666667,120,9.166666666666671,51.42857142857144,88.8888888888889,92.5,15.026018,579.0,-10.923076923076923,11.68300703454197
Region I,2012,70.0,88.33333333333333,122001.85,25635.508333333335,34990.0,3551.475,108877.74166666667,31378.3,4.541666666666667,37396.50908333333,3.466666666666667,43.333333333333336,90.0,42.5,93.33333333333333,90.0,57.49999999999999,120,11.666666666666671,49.523809523809526,91.1111111111111,91.66666666666666,14.640222,545.0,-5.872193436960272,-3.5215697151162906
Region I,2015,73.33333333333333,88.33333333333333,126054.325,26217.716666666667,37844.95,4391.208333333333,114147.3,33074.34166666667,4.808333333333334,31918.340833333332,3.408333333333333,53.333333333333336,88.33333333333333,42.5,90.83333333333333,86.66666666666667,62.5,120,11.666666666666671,48.69047619047619,88.6111111111111,88.75,15.126519,577.0,5.871559633027523,4.839885777082231
Region I,2018,73.33333333333333,90.0,128038.05833333333,21601.858333333334,41349.26666666667,5689.491666666667,115316.78333333334,33724.066666666666,4.45,37952.13408333333,3.691666666666667,43.333333333333336,87.5,40.833333333333336,95.83333333333334,93.33333333333333,69.16666666666667,120,10.0,52.73809523809524,92.22222222222223,94.58333333333334,15.364567,534.0,-7.452339688041598,1.0245387611737877
Region I,2021,74.16666666666667,90.83333333333333,139859.53333333333,24934.325,40926.625,4816.583333333333,126920.45833333333,37554.816666666666,4.391666666666667,40664.495416666665,3.75,45.83333333333333,95.0,58.333333333333336,90.83333333333333,85.83333333333333,64.16666666666667,120,9.166666666666671,53.57142857142857,90.55555555555554,88.33333333333333,16.783144,527.0,-1.310861423220977,10.062433814563265
Region II,1961,93.33333333333333,89.16666666666667,42840.458333333336,8358.958333333334,14365.458333333334,0.0,39523.14166666667,19655.716666666667,6.458333333333333,8368.204666666667,2.816666666666667,30.833333333333336,33.33333333333333,1.6666666666666667,83.33333333333334,80.0,45.83333333333333,120,10.833333333333329,40.23809523809524,65.55555555555556,81.66666666666667,5.140855,775.0,0.0,5.505094847692682
Region II,1964,91.66666666666666,88.33333333333333,47412.50833333333,9499.8,16682.241666666665,0.0,42248.025,20035.1,6.3,9310.52075,3.05,43.333333333333336,32.5,7.5,83.33333333333334,84.16666666666667,44.166666666666664,120,11.666666666666671,43.57142857142857,66.66666666666667,83.75,5.689501,756.0,-2.4516129032258083,6.8943996312708755
Region II,1967,96.66666666666667,89.16666666666667,50258.98333333333,9398.775,17838.158333333333,0.0,45418.51666666667,20925.808333333334,6.091666666666667,9506.376416666666,2.75,39.166666666666664,35.833333333333336,11.666666666666666,86.66666666666667,84.16666666666667,49.166666666666664,120,10.833333333333329,39.285714285714285,68.8888888888889,85.41666666666667,6.031078,731.0,-3.3068783068783025,7.504473088781483
Region II,1970,94.16666666666667,87.5,55389.333333333336,10883.891666666666,20291.825,0.0,50101.208333333336,21572.941666666666,6.141666666666667,10669.661916666666,3.216666666666667,41.66666666666667,44.166666666666664,14.166666666666666,82.5,82.5,46.666666666666664,120,12.5,45.952380952380956,69.72222222222221,82.5,6.64672,737.0,0.8207934336525335,10.310093790674957
Region II,1973,89.16666666666667,90.0,58542.38333333333,10928.8,20869.05,0.0,52866.9,21388.175,5.65,12818.245833333332,3.025,35.0,41.66666666666667,12.5,84.16666666666667,82.5,46.666666666666664,120,10.0,43.21428571428571,69.44444444444444,83.33333333333334,7.025086,678.0,-8.00542740841248,5.5202095092516945
Region II,1976,92.5,90.0,65023.791666666664,12806.725,23007.025,0.0,58989.59166666667,22665.825,6.183333333333334,13098.74825,2.8833333333333333,35.833333333333336,46.666666666666664,15.833333333333332,82.5,79.16666666666666,53.333333333333336,120,10.0,41.19047619047619,69.44444444444444,80.83333333333333,7.802855,742.0,9.43952802359882,11.581332869274853
Region II,1979,87.5,89.16666666666667,69445.55833333333,14772.358333333334,23163.166666666668,0.0,62430.058333333334,22620.816666666666,6.108333333333333,14572.115916666666,3.2583333333333333,40.0,40.833333333333336,20.0,85.83333333333333,83.33333333333334,58.333333333333336,120,10.833333333333329,46.54761904761905,70.0,84.58333333333334,8.333467,733.0,-1.21293800539084,5.832328330237924
Region II,1982,91.66666666666666,89.16666666666667,62509.36666666667,12747.866666666667,22045.891666666666,0.0,56612.433333333334,21658.983333333334,6.125,12637.1375,3.216666666666667,40.0,60.83333333333333,18.333333333333332,85.83333333333333,80.83333333333333,47.5,120,10.833333333333329,45.952380952380956,75.83333333333333,83.33333333333333,7.501124,735.0,0.27285129604366354,-9.318628166159815
Region II,1985,88.33333333333333,90.83333333333333,67510.95833333333,12778.583333333334,24251.583333333332,552.1083333333333,60687.316666666666,21141.383333333335,5.583333333333333,16326.03425,2.925,41.66666666666667,59.166666666666664,16.666666666666664,85.83333333333333,86.66666666666667,55.00000000000001,120,9.166666666666671,41.785714285714285,77.22222222222223,86.25,8.101315,670.0,-8.843537414965985,7.197859363049219
Region II,1988,83.33333333333334,93.33333333333333,76683.51666666666,16762.716666666667,26436.983333333334,1347.175,69003.69166666667,22223.766666666666,5.733333333333333,19393.81808333333,3.316666666666667,42.5,54.166666666666664,26.666666666666668,89.16666666666667,81.66666666666667,48.333333333333336,120,6.666666666666671,47.38095238095239,75.0,85.41666666666667,9.202022,688.0,2.686567164179099,13.703645929311413
Region II,1991,86.66666666666667,93.33333333333333,85260.24166666667,17536.383333333335,29755.908333333333,2337.766666666667,77355.05,24124.75,5.6,19014.614916666666,3.558333333333333,32.5,65.83333333333333,23.333333333333332,85.0,85.83333333333333,49.166666666666664,120,6.666666666666671,50.83333333333333,78.88888888888887,85.41666666666666,10.231229,672.0,-2.3255813953488413,12.102770346948844
Region II,1994,85.83333333333333,90.0,80850.05833333333,15666.875,27123.916666666668,2725.225,71997.59166666666,23209.608333333334,5.433333333333334,20709.78875,3.2,47.5,74.16666666666667,30.833333333333336,90.83333333333333,86.66666666666667,55.00000000000001,120,10.0,45.714285714285715,83.8888888888889,88.75,9.702007,652.0,-2.9761904761904767,-6.925802948008364
Region II,1997,88.33333333333333,89.16666666666667,85321.55,15327.358333333334,29134.183333333334,1997.1416666666667,77120.65,24086.183333333334,5.308333333333334,20064.41475,3.625,40.0,73.33333333333333,21.666666666666668,94.16666666666667,84.16666666666667,56.666666666666664,120,10.833333333333329,51.78571428571429,83.8888888888889,89.16666666666667,10.238586,637.0,-2.300613496932513,7.115596806420954
Region II,2000,83.33333333333334,90.0,101125.775,19385.175,36791.84166666667,1806.7583333333334,90734.81666666667,27509.841666666667,5.233333333333333,29778.662666666667,3.5,45.83333333333333,70.0,31.666666666666664,89.16666666666667,81.66666666666667,62.5,120,10.0,50.0,80.27777777777779,85.41666666666667,12.135093,628.0,-1.4128728414442682,17.65307562457872
Region II,2003,83.33333333333334,89.16666666666667,90837.99166666667,18390.65,30617.608333333334,2876.3,80660.0,24876.758333333335,5.291666666666667,23604.13625,3.4,38.333333333333336,80.83333333333333,38.333333333333336,90.0,85.83333333333333,53.333333333333336,120,10.833333333333329,48.57142857142857,85.55555555555554,87.91666666666666,10.900559,635.0,1.1146496815286566,-11.103584089091855
Region II,2006,85.0,90.83333333333333,96739.48333333334,19053.291666666668,32732.283333333333,2385.7916666666665,88347.80833333333,26360.958333333332,5.058333333333334,24536.683250000002,3.65,37.5,76.66666666666667,45.83333333333333,96.66666666666667,86.66666666666667,62.5,120,9.166666666666671,52.142857142857146,86.66666666666667,91.66666666666667,11.608738,607.0,-4.409448818897643,9.531128605669892
Region II,2009,77.5,85.83333333333333,106501.79166666667,23596.425,35235.333333333336,5107.191666666667,95498.61666666667,28175.791666666668,4.633333333333334,29869.944666666666,3.225,45.0,82.5,28.333333333333332,91.66666666666666,90.0,62.5,120,14.166666666666671,46.07142857142858,88.05555555555554,90.83333333333333,12.780215,556.0,-8.40197693574959,8.093928381735926
Region II,2012,79.16666666666666,87.5,103768.23333333334,21601.866666666665,35703.541666666664,3565.5416666666665,93514.83333333333,27905.008333333335,4.675,30620.227166666664,3.808333333333333,40.0,85.0,45.0,89.16666666666667,88.33333333333333,59.166666666666664,120,12.5,54.4047619047619,87.5,88.75,12.452188,561.0,0.8992805755395628,-2.077290124795883
Region II,2015,75.0,92.5,118333.48333333334,25914.166666666668,41866.691666666666,3716.8416666666667,106222.69166666667,30319.208333333332,4.608333333333333,33207.94125,3.316666666666667,44.166666666666664,87.5,41.66666666666667,94.16666666666667,84.16666666666667,53.333333333333336,120,7.5,47.38095238095239,88.61111111111113,89.16666666666667,14.200018,553.0,-1.4260249554367221,13.589136482803976
Region II,2018,75.83333333333333,88.33333333333333,117859.60833333334,23176.983333333334,40649.166666666664,4087.3,106712.275,30600.716666666667,4.575,33474.51658333334,3.4583333333333335,41.66666666666667,88.33333333333333,53.333333333333336,94.16666666666667,92.5,64.16666666666667,120,11.666666666666671,49.404761904761905,91.66666666666667,93.33333333333334,14.143153,549.0,-0.7233273056057921,0.46090277477590647
Region II,2021,76.66666666666667,91.66666666666666,117823.73333333334,25240.208333333332,40963.058333333334,6415.2,106409.85833333334,31302.091666666667,4.158333333333333,35086.31083333333,3.6666666666666665,40.0,94.16666666666667,53.333333333333336,94.16666666666667,86.66666666666667,67.5,120,8.333333333333343,52.38095238095239,91.66666666666667,90.41666666666667,14.138848,499.0,-9.107468123861562,-0.28339445173168887
Region III,1961,79.16666666666666,88.33333333333333,66972.16666666667,26969.316666666666,11825.266666666666,0.0,61152.01666666667,25198.333333333332,6.233333333333333,13562.717999999999,2.7583333333333333,55.833333333333336,37.5,5.0,80.0,76.66666666666667,53.333333333333336,120,11.666666666666671,39.404761904761905,64.72222222222223,78.33333333333334,8.036660000000001,748.0,0.0,5.505094847692682
Region III,1964,92.5,87.5,61885.65833333333,24669.308333333334,10850.233333333334,0.0,55114.73333333333,23959.841666666667,5.766666666666667,12929.848083333334,2.716666666666667,55.00000000000001,37.5,4.166666666666666,80.0,85.83333333333333,46.666666666666664,120,12.5,38.80952380952381,67.77777777777777,82.91666666666666,7.426279,692.0,-7.486631016042777,-9.87258256132737
Region III,1967,81.66666666666667,89.16666666666667,72214.45,29663.216666666667,12635.716666666667,0.0,64445.11666666667,24851.2,6.4,13936.0395,2.8916666666666666,56.666666666666664,41.66666666666667,9.166666666666666,76.66666666666667,81.66666666666667,50.83333333333333,120,10.833333333333329,41.30952380952381,66.66666666666667,79.16666666666667,8.665734,768.0,10.982658959537561,16.92901837500198
Region III,1970,80.0,90.0,79577.14166666666,30299.45,14357.983333333334,0.0,71487.43333333333,27460.441666666666,5.991666666666666,17164.887583333333,3.0416666666666665,62.5,50.83333333333333,15.0,85.83333333333333,84.16666666666667,50.83333333333333,120,10.0,43.45238095238095,73.6111111111111,85.0,9.549257,719.0,-6.3802083333333375,10.927618772252456
Region III,1973,80.83333333333333,90.0,82257.38333333333,32717.116666666665,15754.55,0.0,74196.63333333333,26776.175,6.208333333333333,17198.07675,3.0833333333333335,52.5,50.83333333333333,15.0,84.16666666666667,75.0,54.166666666666664,120,10.0,44.04761904761905,70.0,79.58333333333334,9.870886,745.0,3.616133518776077,3.7897569875917636
Region III,1976,72.5,95.0,85025.51666666666,33379.291666666664,14861.175,0.0,76086.03333333334,25591.216666666667,5.833333333333333,18004.346916666665,2.933333333333333,59.166666666666664,50.83333333333333,15.0,81.66666666666667,84.16666666666667,57.49999999999999,120,5.0,41.9047619047619,72.22222222222223,82.91666666666667,10.203062,700.0,-6.040268456375841,2.546476726931468
Region III,1979,74.16666666666667,90.0,94453.16666666667,39789.75833333333,16577.325,685.8,85410.95,27563.908333333333,5.791666666666667,21167.410416666666,3.1166666666666667,64.16666666666667,50.83333333333333,20.833333333333336,87.5,84.16666666666667,62.5,120,10.0,44.523809523809526,74.16666666666667,85.83333333333334,11.33438,695.0,-0.7142857142857117,12.255753465046793
Region III,1982,84.16666666666667,87.5,93002.83333333333,34907.775,16528.433333333334,329.55833333333334,83081.53333333334,26422.833333333332,6.25,18432.278666666665,3.0416666666666665,70.0,56.666666666666664,15.833333333333332,88.33333333333333,83.33333333333334,60.0,120,12.5,43.45238095238095,76.11111111111111,85.83333333333334,11.16034,750.0,7.913669064748197,-2.727304481060866
Region III,1985,75.83333333333333,86.66666666666667,101957.725,40260.90833333333,18255.55,1198.8833333333334,91402.90833333334,28037.916666666668,5.508333333333334,22176.818416666665,3.25,59.166666666666664,60.0,21.666666666666668,79.16666666666666,81.66666666666667,60.0,120,13.333333333333329,46.42857142857143,73.6111111111111,80.41666666666666,12.234927,661.0,-11.86666666666667,10.015914086002265
Region III,1988,80.0,92.5,107602.96666666666,44018.725,18124.141666666666,654.3833333333333,97634.25833333333,29459.725,5.658333333333333,23419.36633333333,3.4166666666666665,70.0,65.0,27.500000000000004,90.0,84.16666666666667,64.16666666666667,120,7.5,48.80952380952381,79.72222222222223,87.08333333333334,12.912356,679.0,2.7231467473525006,6.8174526539955815
Region III,1991,77.5,90.0,117275.775,45489.275,20493.016666666666,2539.0333333333333,105207.90833333334,32135.641666666666,5.725,24896.124333333333,2.7333333333333334,68.33333333333333,72.5,27.500000000000004,85.0,83.33333333333334,57.49999999999999,120,10.0,39.04761904761905,80.27777777777779,84.16666666666667,14.073093,687.0,1.178203240058906,7.757164472067579
Region III,1994,76.66666666666667,89.16666666666667,121597.825,49310.4,21898.791666666668,1581.2333333333333,107032.98333333334,31602.733333333334,5.441666666666666,28925.074083333333,3.533333333333333,55.833333333333336,80.83333333333333,29.166666666666668,87.5,84.16666666666667,59.166666666666664,120,10.833333333333329,50.476190476190474,84.16666666666667,85.83333333333334,14.591739,653.0,-4.949053857350805,1.7347317601045242
Region III,1997,73.33333333333333,90.83333333333333,111120.825,46314.458333333336,20318.65,2109.15,99009.55,29540.633333333335,5.008333333333334,30526.68675,3.525,68.33333333333333,60.0,32.5,84.16666666666667,85.83333333333333,59.166666666666664,120,9.166666666666671,50.357142857142854,76.66666666666667,85.0,13.334499,601.0,-7.963246554364467,-7.4962250732990565
Region III,2000,75.0,92.5,135529.2,53287.48333333333,26017.566666666666,2281.825,121969.55,35480.35,5.433333333333334,32623.101916666667,3.441666666666667,68.33333333333333,82.5,31.666666666666664,84.16666666666667,86.66666666666667,64.16666666666667,120,7.5,49.16666666666667,84.44444444444446,85.41666666666667,16.263504,652.0,8.485856905158062,23.189682207423434
Region III,2003,73.33333333333333,90.0,127646.51666666666,50123.51666666667,23228.425,4728.575,113392.65,33457.09166666667,4.883333333333334,33083.00516666667,3.4583333333333335,62.5,80.0,39.166666666666664,87.5,85.0,65.0,120,10.0,49.404761904761905,84.16666666666667,86.25,15.317582,586.0,-10.122699386503065,-7.032001019926703
Region III,2006,63.33333333333333,90.0,154642.8,62394.35,26263.066666666666,2353.391666666667,139748.01666666666,41130.46666666667,5.108333333333333,42671.78533333333,3.5083333333333333,67.5,90.0,42.5,91.66666666666666,90.0,67.5,120,10.0,50.11904761904762,90.55555555555554,90.83333333333333,18.557136,613.0,4.607508532423199,23.24257054285852
Region III,2009,66.66666666666666,87.5,152177.61666666667,61380.291666666664,26893.191666666666,2758.741666666667,135350.85,39095.14166666667,5.125,39222.547249999996,3.2916666666666665,75.0,88.33333333333333,39.166666666666664,90.0,91.66666666666666,60.83333333333333,120,12.5,47.023809523809526,90.0,90.83333333333333,18.261314,615.0,0.32626427406199365,-3.1464966527252947
Region III,2012,62.5,90.83333333333333,158754.24166666667,65919.05833333333,29714.45,2350.358333333333,144229.19166666668,40768.61666666667,5.016666666666667,45811.3595,3.6666666666666665,63.33333333333333,90.83333333333333,50.83333333333333,89.16666666666667,85.83333333333333,57.49999999999999,120,9.166666666666671,52.38095238095239,88.6111111111111,87.5,19.050509,602.0,-2.1138211382113803,6.559501965940129
Region III,2015,55.00000000000001,89.16666666666667,166014.15,54210.208333333336,28389.041666666668,4882.266666666666,150138.61666666667,42688.73333333333,4.283333333333333,53871.30008333333,3.591666666666667,65.0,92.5,44.166666666666664,97.5,90.83333333333333,64.16666666666667,120,10.833333333333329,51.30952380952382,93.6111111111111,94.16666666666666,19.921698,514.0,-14.617940199335544,4.097246148101186
Region III,2018,62.5,89.16666666666667,169484.675,74559.90833333334,30596.216666666667,3943.3,151241.20833333334,43142.98333333333,4.541666666666667,47376.05091666667,3.9,65.0,99.16666666666667,45.0,91.66666666666666,92.5,70.83333333333334,120,10.833333333333329,55.714285714285715,94.44444444444444,92.08333333333333,20.338161,545.0,6.0311284046692615,0.73438246011992
Region III,2021,59.166666666666664,88.33333333333333,169634.4,68668.83333333333,29612.85,6832.816666666667,150751.84166666667,43817.2,4.241666666666666,56542.94891666667,3.55,68.33333333333333,98.33333333333333,52.5,90.83333333333333,89.16666666666667,65.83333333333333,120,11.666666666666671,50.71428571428571,92.77777777777777,90.0,20.356128,508.99999999999994,-6.605504587155975,-0.3235670172563765
Region IV-A,1961,79.16666666666666,93.33333333333333,66046.49166666667,25981.816666666666,9579.116666666667,0.0,59992.058333333334,25567.458333333332,6.433333333333334,12651.366416666666,2.533333333333333,66.66666666666666,34.166666666666664,6.666666666666667,79.16666666666666,82.5,46.666666666666664,120,6.666666666666671,36.19047619047619,65.27777777777777,80.83333333333333,7.925579,772.0,0.0,5.505094847692682
Region IV-A,1964,78.33333333333333,94.16666666666667,71099.76666666666,28015.441666666666,10088.808333333332,0.0,64036.683333333334,25654.983333333334,6.466666666666667,14513.5855,2.591666666666667,68.33333333333333,45.0,3.3333333333333335,83.33333333333334,84.16666666666667,54.166666666666664,120,5.833333333333329,37.023809523809526,70.83333333333333,83.75,8.531972,776.0,0.5181347150259086,6.741934036546793
